User_ID,Gender,Age,Age_Group,Country,City,Device,Operating_System,Browser,Customer_Segment,Acquisition_Channel,Preferred_Category,Subscription_Type,Loyalty_Level,Loyalty_Score,Lifetime_Value
U000079,Male,19,18-24,India,Delhi,Desktop,Android,Chrome,Returning,Instagram,Books,Free,Gold,42,2041.88
U000080,Female,25,25-34,India,Bangalore,Mobile,macOS,Firefox,Returning,Paid Search,Toys,Premium,Silver,89,2278.36
U000081,Male,51,45-54,United States,New York,Tablet,macOS,Safari,Premium,Instagram,Beauty,Free,Bronze,72,2901.07
U000082,Male,49,45-54,Canada,Toronto,Desktop,Android,Firefox,At Risk,YouTube,Beauty,Free,Gold,36,1734.05
U000083,Female,19,18-24,Germany,Berlin,Mobile,Windows,Firefox,New,Paid Search,Accessories,Free,Platinum,60,2438.41
U000084,Female,64,55+,United Kingdom,Liverpool,Mobile,iOS,Safari,At Risk,Organic Search,Toys,Premium,Platinum,41,2724.58
U000085,Male,49,45-54,Singapore,Singapore,Mobile,Android,Chrome,New,Direct,Fashion,Premium,Platinum,48,3675.54
U000086,Female,32,25-34,United States,New York,Tablet,Windows,Chrome,Premium,Organic Search,Fashion,Free,Gold,25,1620.65
U000087,Female,22,18-24,United Kingdom,Liverpool,Desktop,Android,Edge,At Risk,Referral,Fashion,Free,Gold,89,5224.41
U000088,Male,27,25-34,Singapore,Singapore,Tablet,Android,Safari,VIP,Facebook,Books,Premium,Silver,82,4064.98
U000089,Male,23,18-24,United Kingdom,Liverpool,Tablet,Android,Chrome,New,Referral,Electronics,Free,Bronze,92,2718.94
U000090,Male,60,55+,United States,Seattle,Desktop,Android,Firefox,Premium,Referral,Home,Free,Silver,50,1766.77
U000091,Male,32,25-34,United Kingdom,Birmingham,Desktop,Android,Chrome,Premium,YouTube,Home,Premium,Bronze,58,4218.47
U000092,Male,27,25-34,Canada,Toronto,Desktop,Android,Firefox,New,Referral,Accessories,Premium,Gold,96,2981.85
U000093,Male,25,25-34,Australia,Sydney,Desktop,macOS,Firefox,New,Referral,Sports,Premium,Bronze,46,2241.63
U000094,Male,21,18-24,Germany,Frankfurt,Desktop,Android,Safari,Returning,Facebook,Accessories,Premium,Bronze,94,7147.86
U000095,Male,61,55+,India,Kochi,Mobile,Windows,Chrome,At Risk,Facebook,Beauty,Free,Bronze,32,2487.79
U000096,Female,35,35-44,United States,Austin,Desktop,Windows,Edge,Premium,Referral,Beauty,Free,Silver,90,5793.33
U000097,Male,40,35-44,Germany,Hamburg,Mobile,Android,Safari,Premium,Email,Home,Premium,Bronze,91,5259.55
U000098,Male,28,25-34,United States,Los Angeles,Tablet,macOS,Safari,Premium,Organic Search,Home,Premium,Bronze,59,1935.25
U000099,Female,28,25-34,Germany,Berlin,Tablet,Windows,Safari,Returning,Referral,Fashion,Free,Bronze,77,3416.33
U000100,Male,54,45-54,Germany,Hamburg,Mobile,Windows,Chrome,Premium,Instagram,Accessories,Premium,Gold,30,1616.69
U000101,Male,52,45-54,United Kingdom,Birmingham,Desktop,iOS,Firefox,At Risk,Referral,Fashion,Premium,Bronze,33,1486.19
U000102,Female,27,25-34,Canada,Vancouver,Desktop,Windows,Edge,At Risk,YouTube,Books,Free,Bronze,85,6772.36
U000103,Female,30,25-34,Canada,Toronto,Tablet,Android,Firefox,Premium,Instagram,Toys,Premium,Gold,36,2636.75
U000104,Female,37,35-44,United States,New York,Tablet,Windows,Safari,VIP,Instagram,Sports,Free,Bronze,75,4020.32
U000105,Female,49,45-54,Germany,Munich,Tablet,Android,Firefox,VIP,Facebook,Fashion,Premium,Bronze,60,3747.05
U000106,Male,47,45-54,India,Delhi,Mobile,macOS,Firefox,New,YouTube,Books,Free,Bronze,37,2604.83
U000107,Male,34,25-34,United States,Los Angeles,Mobile,iOS,Edge,Returning,YouTube,Fashion,Premium,Silver,37,2523.01
U000108,Female,20,18-24,Canada,Montreal,Desktop,macOS,Chrome,Premium,Facebook,Sports,Free,Platinum,32,2228.61
U000109,Female,61,55+,United Kingdom,Manchester,Mobile,macOS,Edge,Premium,Facebook,Fashion,Premium,Platinum,88,5915.48
U000110,Female,52,45-54,United States,Seattle,Tablet,iOS,Firefox,VIP,Instagram,Toys,Premium,Platinum,56,1695.81
U000111,Female,44,35-44,Canada,Toronto,Mobile,Android,Firefox,Returning,Instagram,Home,Premium,Bronze,72,1904.63
U000112,Female,43,35-44,United States,Seattle,Mobile,Windows,Chrome,Premium,Paid Search,Books,Free,Gold,86,2178.16
U000113,Male,54,45-54,Canada,Montreal,Tablet,Android,Edge,At Risk,Referral,Home,Free,Silver,8,253.43
U000114,Male,37,35-44,Germany,Hamburg,Desktop,Android,Chrome,New,Organic Search,Home,Free,Bronze,93,7384.55
U000115,Female,33,25-34,United States,New York,Desktop,Windows,Chrome,Premium,YouTube,Accessories,Free,Silver,61,1607.72
U000116,Female,52,45-54,United Kingdom,Birmingham,Mobile,Windows,Edge,Returning,Email,Home,Free,Platinum,85,5010.22
U000117,Female,48,45-54,United Kingdom,Liverpool,Desktop,iOS,Safari,VIP,Paid Search,Accessories,Premium,Platinum,86,2623.09
U000118,Female,27,25-34,India,Bangalore,Mobile,iOS,Chrome,At Risk,Referral,Electronics,Premium,Silver,59,1864.81
U000119,Male,47,45-54,Germany,Frankfurt,Desktop,Android,Firefox,At Risk,YouTube,Fashion,Free,Silver,36,918.06
U000120,Male,40,35-44,Germany,Hamburg,Desktop,iOS,Safari,New,Referral,Toys,Premium,Silver,59,3795.77
U000121,Female,54,45-54,Germany,Hamburg,Tablet,macOS,Chrome,New,Organic Search,Home,Free,Bronze,17,1077.41
U000122,Male,60,55+,India,Hyderabad,Tablet,Android,Chrome,Returning,YouTube,Toys,Free,Bronze,87,4454.64
U000123,Male,57,55+,United Kingdom,London,Desktop,iOS,Chrome,Returning,Instagram,Fashion,Premium,Platinum,5,357.87
U000124,Female,26,25-34,Germany,Munich,Tablet,iOS,Edge,Returning,Direct,Toys,Free,Bronze,26,1011.07
U000125,Male,55,55+,India,Kochi,Mobile,Windows,Firefox,VIP,Paid Search,Books,Free,Platinum,86,2605.05
U000126,Female,30,25-34,Singapore,Singapore,Desktop,Android,Chrome,VIP,YouTube,Toys,Free,Bronze,74,5218.23
U000127,Male,26,25-34,Singapore,Singapore,Mobile,iOS,Chrome,Returning,Facebook,Sports,Premium,Gold,13,409.32
U000128,Male,22,18-24,Singapore,Singapore,Tablet,iOS,Safari,At Risk,Organic Search,Fashion,Premium,Gold,37,1077.17
U000129,Male,59,55+,India,Mumbai,Desktop,Windows,Edge,Returning,Instagram,Electronics,Free,Platinum,44,2119.8
U000130,Female,22,18-24,Singapore,Singapore,Tablet,Windows,Safari,Returning,Facebook,Electronics,Free,Bronze,45,3553.11
U000131,Female,49,45-54,Australia,Melbourne,Desktop,Android,Chrome,New,Organic Search,Beauty,Premium,Bronze,84,3718.19
U000132,Male,53,45-54,Canada,Toronto,Desktop,macOS,Edge,New,Referral,Fashion,Premium,Gold,50,3355.62
U000133,Male,30,25-34,United Kingdom,Birmingham,Tablet,Windows,Edge,VIP,Organic Search,Electronics,Free,Bronze,8,304.79
U000134,Male,22,18-24,India,Delhi,Desktop,iOS,Edge,Premium,Direct,Toys,Premium,Bronze,57,1991.16
U000135,Male,60,55+,India,Mumbai,Desktop,iOS,Edge,VIP,Facebook,Books,Premium,Silver,33,2528.14
U000136,Male,51,45-54,United Kingdom,Liverpool,Mobile,iOS,Safari,At Risk,Referral,Sports,Free,Silver,90,4930.02
U000137,Male,26,25-34,Singapore,Singapore,Mobile,iOS,Edge,New,Email,Accessories,Premium,Bronze,40,2632.2
U000138,Female,19,18-24,Canada,Toronto,Desktop,Windows,Chrome,Premium,YouTube,Accessories,Free,Platinum,35,1410.09
U000139,Male,42,35-44,Canada,Toronto,Tablet,macOS,Chrome,Premium,Organic Search,Books,Free,Gold,29,1053.14
U000140,Female,34,25-34,Singapore,Singapore,Desktop,Windows,Chrome,At Risk,YouTube,Sports,Premium,Platinum,97,2570.89
U000141,Female,54,45-54,Germany,Hamburg,Tablet,Android,Edge,New,Facebook,Sports,Free,Silver,21,1634.15
U000142,Female,52,45-54,United Kingdom,Liverpool,Desktop,iOS,Firefox,At Risk,Organic Search,Fashion,Premium,Gold,74,3456.03
U000143,Female,34,25-34,Singapore,Singapore,Mobile,macOS,Chrome,Premium,Referral,Beauty,Premium,Bronze,57,2875.64
U000144,Male,55,55+,India,Bangalore,Desktop,Android,Firefox,Premium,Facebook,Accessories,Free,Silver,79,4371.04
U000145,Male,58,55+,United States,Chicago,Mobile,Windows,Edge,At Risk,Referral,Books,Free,Silver,80,4886.3
U000146,Female,21,18-24,Germany,Hamburg,Tablet,Windows,Edge,Premium,Paid Search,Fashion,Premium,Bronze,33,854.25
U000147,Female,50,45-54,India,Delhi,Tablet,macOS,Chrome,VIP,Facebook,Home,Free,Gold,27,1158.8
U000148,Female,56,55+,Singapore,Singapore,Desktop,iOS,Chrome,Returning,Instagram,Electronics,Premium,Silver,43,3381.11
U000149,Female,55,55+,India,Mumbai,Tablet,iOS,Edge,VIP,Organic Search,Home,Premium,Bronze,78,2857.25
U000150,Female,22,18-24,United States,Austin,Tablet,Windows,Chrome,At Risk,Referral,Accessories,Premium,Gold,65,5192.18
U000151,Female,30,25-34,Singapore,Singapore,Mobile,macOS,Firefox,New,Email,Accessories,Premium,Gold,32,1378.48
U000152,Male,23,18-24,United Kingdom,London,Desktop,macOS,Edge,At Risk,Direct,Beauty,Premium,Silver,47,2863.86
U000153,Male,56,55+,United Kingdom,Liverpool,Desktop,macOS,Edge,At Risk,Referral,Beauty,Free,Platinum,44,1859.5
U000154,Female,18,18-24,United States,New York,Tablet,Windows,Edge,New,YouTube,Electronics,Free,Bronze,54,2132.23
U000155,Female,26,25-34,Australia,Perth,Tablet,Android,Firefox,New,Instagram,Books,Free,Bronze,55,2446.96
U000156,Female,22,18-24,Germany,Hamburg,Tablet,macOS,Firefox,VIP,Direct,Home,Free,Silver,58,4355.05
U000157,Female,18,18-24,Australia,Brisbane,Desktop,macOS,Edge,At Risk,Facebook,Fashion,Free,Gold,87,5282.4
U000158,Female,49,45-54,United Kingdom,London,Desktop,iOS,Safari,Premium,Direct,Home,Free,Silver,73,3903.48
U000159,Female,45,45-54,Australia,Brisbane,Mobile,iOS,Firefox,Returning,Paid Search,Sports,Premium,Platinum,74,5429.91
U000160,Female,46,45-54,United States,Chicago,Tablet,Windows,Edge,Premium,Direct,Fashion,Free,Silver,37,2836.28
U000161,Male,19,18-24,Australia,Sydney,Mobile,macOS,Chrome,Premium,Email,Sports,Premium,Platinum,70,3820.98
U000162,Male,51,45-54,United States,Seattle,Desktop,macOS,Safari,Premium,Paid Search,Home,Premium,Bronze,38,2868.61
U000163,Male,40,35-44,Singapore,Singapore,Desktop,Android,Firefox,Premium,Referral,Fashion,Premium,Bronze,96,6588.73
U000164,Male,45,45-54,India,Kochi,Tablet,Windows,Edge,Returning,YouTube,Beauty,Free,Gold,67,2845.09
U000165,Female,48,45-54,United States,Seattle,Mobile,Android,Chrome,At Risk,Email,Electronics,Premium,Bronze,24,1568.3
U000166,Female,49,45-54,Australia,Melbourne,Tablet,iOS,Safari,At Risk,Email,Books,Premium,Silver,91,3166.47
U000167,Female,37,35-44,Singapore,Singapore,Tablet,macOS,Firefox,At Risk,Referral,Sports,Free,Silver,38,2346.07
U000168,Female,25,25-34,Singapore,Singapore,Mobile,macOS,Chrome,Returning,Referral,Books,Free,Gold,54,4229.01
U000169,Female,62,55+,Canada,Vancouver,Tablet,macOS,Edge,New,Facebook,Sports,Free,Platinum,100,7351.94
U000170,Female,21,18-24,Australia,Brisbane,Desktop,macOS,Safari,VIP,Facebook,Electronics,Premium,Platinum,34,2112.23
U000171,Female,64,55+,United States,Los Angeles,Desktop,macOS,Edge,At Risk,Direct,Beauty,Free,Gold,82,5741.55
U000172,Female,26,25-34,Australia,Sydney,Mobile,iOS,Firefox,At Risk,Paid Search,Electronics,Free,Gold,93,2433.02
U000173,Male,52,45-54,United States,Chicago,Desktop,Android,Firefox,Premium,YouTube,Beauty,Free,Bronze,69,3226.02
U000174,Male,20,18-24,Singapore,Singapore,Tablet,macOS,Safari,New,Direct,Sports,Premium,Bronze,97,7441.79
U000175,Male,32,25-34,Germany,Munich,Desktop,macOS,Edge,Premium,Paid Search,Fashion,Free,Platinum,5,199.93
U000176,Male,19,18-24,India,Kochi,Mobile,macOS,Edge,At Risk,Facebook,Books,Premium,Bronze,70,4078.76
U000177,Female,37,35-44,United Kingdom,Birmingham,Desktop,iOS,Safari,New,Email,Toys,Premium,Platinum,26,792.54
U000178,Female,36,35-44,Germany,Munich,Tablet,macOS,Firefox,At Risk,Paid Search,Accessories,Free,Bronze,49,1271.39
U000179,Male,43,35-44,Singapore,Singapore,Tablet,iOS,Firefox,Returning,Paid Search,Fashion,Free,Silver,58,2629.73
U000180,Female,49,45-54,Australia,Melbourne,Tablet,Android,Chrome,VIP,Facebook,Toys,Premium,Gold,11,360.5
U000181,Female,27,25-34,India,Bangalore,Mobile,iOS,Edge,At Risk,Referral,Accessories,Premium,Silver,89,4992.2
U000182,Male,38,35-44,Canada,Calgary,Mobile,macOS,Chrome,VIP,Direct,Electronics,Free,Bronze,66,3663.95
U000183,Female,28,25-34,United States,Seattle,Desktop,Android,Safari,Returning,YouTube,Toys,Free,Gold,15,407.23
U000184,Female,25,25-34,Canada,Montreal,Tablet,iOS,Firefox,At Risk,Direct,Home,Premium,Silver,93,7040.88
U000185,Female,57,55+,Germany,Hamburg,Desktop,Android,Firefox,Returning,Direct,Accessories,Free,Gold,67,3902.65
U000186,Male,44,35-44,United States,Chicago,Desktop,Android,Edge,New,Referral,Books,Free,Bronze,61,1749.95
U000187,Male,57,55+,Canada,Vancouver,Desktop,Windows,Edge,Premium,Facebook,Toys,Premium,Gold,9,398.47
U000188,Male,57,55+,Singapore,Singapore,Mobile,Android,Chrome,Returning,Facebook,Home,Premium,Bronze,33,1843.42
U000189,Female,26,25-34,Singapore,Singapore,Tablet,macOS,Edge,Returning,Organic Search,Beauty,Free,Bronze,43,2436.43
U000190,Male,57,55+,United States,Chicago,Desktop,Windows,Chrome,Returning,Referral,Toys,Premium,Gold,22,1125.31
U000191,Female,37,35-44,Australia,Sydney,Desktop,macOS,Firefox,Premium,Instagram,Fashion,Free,Silver,31,1730.05
U000192,Female,58,55+,Singapore,Singapore,Tablet,macOS,Safari,Premium,Paid Search,Toys,Premium,Silver,92,3022.99
U000193,Female,19,18-24,Singapore,Singapore,Tablet,macOS,Edge,At Risk,Email,Toys,Premium,Silver,60,4043.46
U000194,Male,65,55+,India,Delhi,Mobile,iOS,Firefox,New,Instagram,Sports,Free,Gold,57,2556.71
U000195,Male,20,18-24,Germany,Hamburg,Tablet,iOS,Firefox,New,Organic Search,Accessories,Premium,Platinum,83,4260.42
U000196,Male,29,25-34,Canada,Toronto,Tablet,Android,Edge,New,YouTube,Fashion,Free,Platinum,5,226.62
U000197,Female,58,55+,Germany,Berlin,Mobile,Windows,Firefox,Premium,Direct,Books,Free,Platinum,41,1244.81
U000198,Male,44,35-44,Singapore,Singapore,Tablet,iOS,Chrome,Returning,Referral,Electronics,Premium,Silver,9,320.51
U000199,Male,62,55+,Australia,Perth,Desktop,iOS,Firefox,New,Instagram,Accessories,Free,Platinum,23,1378.65
U000200,Male,23,18-24,India,Mumbai,Desktop,Windows,Edge,New,Email,Books,Premium,Bronze,24,1563.01
U000201,Male,64,55+,United States,Los Angeles,Tablet,Android,Firefox,New,YouTube,Sports,Free,Gold,88,5308.82
U000202,Male,26,25-34,Australia,Brisbane,Desktop,Android,Edge,Premium,Facebook,Accessories,Premium,Bronze,53,1983.67
U000203,Female,49,45-54,United Kingdom,Liverpool,Tablet,Android,Chrome,At Risk,YouTube,Home,Free,Platinum,45,3036.62
U000204,Female,40,35-44,Germany,Hamburg,Mobile,Android,Firefox,Returning,Referral,Sports,Free,Bronze,27,1183.14
U000205,Female,51,45-54,Germany,Munich,Desktop,macOS,Chrome,Premium,Paid Search,Books,Free,Silver,61,1994.08
U000206,Male,44,35-44,Canada,Montreal,Mobile,iOS,Firefox,Returning,Referral,Home,Free,Platinum,44,2667.87
U000207,Male,57,55+,Canada,Calgary,Desktop,iOS,Firefox,VIP,YouTube,Sports,Free,Silver,94,4414.55
U000208,Female,50,45-54,India,Hyderabad,Tablet,Windows,Edge,At Risk,Direct,Sports,Free,Silver,55,3716.57
U000209,Female,26,25-34,Germany,Hamburg,Mobile,iOS,Safari,VIP,Direct,Accessories,Free,Silver,7,548.58
U000210,Male,30,25-34,United States,Los Angeles,Mobile,macOS,Chrome,Returning,Direct,Books,Free,Platinum,40,1176.83
U000211,Female,28,25-34,United Kingdom,London,Tablet,Android,Safari,VIP,Referral,Beauty,Free,Platinum,61,3369.68
U000212,Female,26,25-34,United Kingdom,Manchester,Tablet,macOS,Safari,At Risk,Paid Search,Books,Premium,Bronze,52,3511.52
U000213,Female,32,25-34,Australia,Melbourne,Desktop,Windows,Safari,New,Email,Home,Premium,Silver,99,3755.43
U000214,Female,20,18-24,United States,Los Angeles,Tablet,Android,Safari,Returning,Facebook,Sports,Premium,Platinum,56,1685.98
U000215,Male,20,18-24,United Kingdom,Birmingham,Desktop,Windows,Firefox,New,YouTube,Electronics,Free,Gold,23,781.88
U000216,Female,26,25-34,Australia,Perth,Tablet,macOS,Safari,New,Facebook,Toys,Premium,Bronze,88,4400.71
U000217,Female,56,55+,Singapore,Singapore,Tablet,iOS,Firefox,New,Direct,Toys,Premium,Bronze,65,2957.85
U000218,Male,27,25-34,India,Bangalore,Tablet,macOS,Safari,New,Referral,Sports,Free,Bronze,91,5228.72
U000219,Female,49,45-54,Canada,Montreal,Desktop,macOS,Firefox,Premium,Organic Search,Sports,Free,Gold,7,517.33
